,Unnamed: 0,info,date,rating,title
49,49,"Verified User
          현직원 · d***** · IT 엔지니어 - 2023.09.21",2023.09.21,Rating Score4.0,한 번쯤 경험해 볼 가치가 있는 회사
50,50,"Verified User
          현직원 · v***** · IT 엔지니어 - 2023.09.20",2023.09.20,Rating Score5.0,재택 최고
51,51,"Verified User
          현직원 · l********* · IT 엔지니어 - 2023.09.19",2023.09.19,Rating Score3.0,리더 달 때까지 최고의 회사
52,52,"Verified User
          현직원 · i********* · IT 엔지니어 - 2023.09.18",2023.09.18,Rating Score4.0,네이버는 개인주의야
53,53,"Verified User
          현직원 · S***** · IT 엔지니어 - 2023.09.15",2023.09.15,Rating Score5.0,핀테크? 테크핀! 오세요 얼른!
54,54,"Verified User
          현직원 · D***** · IT 기획·매니지먼트 전문가 - 2023.09.14",2023.09.14,Rating Score4.0,안 되는 게 많은 회사
55,55,"Verified User
          현직원 · :********* · 경영지원·관리 전문가 - 2023.09.14",2023.09.14,Rating Score3.0,외형은 좋으나 실속은 글쎄
56,56,"Verified User
          현직원 · R***** · IT 엔지니어 - 2023.09.13",2023.09.13,Rating Score3.0,워라밸 없는데 배우는 것도 없음
57,57,"Verified User
          현직원 · i********* · IT 엔지니어 - 2023.09.09",2023.09.09,Rating Score4.0,육각형 회사
58,58,"Verified User
          현직원 · b***** · IT 엔지니어 - 2023.09.08",2023.09.08,Rating Score4.0,신입 저 연차들에게 좋을 듯
59,59,"Verified User
          전직원 · W***** · IT 엔지니어 - 2023.09.08",2023.09.08,Rating Score5.0,개발자 입장에서 좋은 회사
60,60,"Verified User
          현직원 · E***** · IT 엔지니어 - 2023.09.07",2023.09.07,Rating Score5.0,대한민국 대표 IT 회사
61,61,"Verified User
          현직원 · i******* · IT 기획·매니지먼트 전문가 - 2023.09.07",2023.09.07,Rating Score4.0,일 잘러 동료들. 열심히 해야만 살아남는 회사.
62,62,"Verified User
          현직원 · h***** · 경영지원·관리 전문가 - 2023.09.06",2023.09.06,Rating Score4.0,커리어가 보장되는 회사
63,63,"Verified User
          현직원 · c***** · IT 기획·매니지먼트 전문가 - 2023.09.06",2023.09.06,Rating Score3.0,일을 통해 자아실현하기 좋은 회사
64,64,"Verified User
          현직원 · P***** · IT 기획·매니지먼트 전문가 - 2023.09.05",2023.09.05,Rating Score4.0,만족도 높은 회사
65,65,"Verified User
          현직원 · V***** · IT 엔지니어 - 2023.09.05",2023.09.05,Rating Score4.0,괜찮은 회사
66,66,"Verified User
          현직원 · q**** · 경영전략·사업기획·분석전문가 - 2023.09.04",2023.09.04,Rating Score3.0,무난 무난한 회사 전형적인 대기업
67,67,"Verified User
          현직원 · c***** · IT 엔지니어 - 2023.09.03",2023.09.03,Rating Score5.0,워라밸 너무 좋음
68,68,"Verified User
          현직원 · l******** · 연구개발(R&D) - 2023.09.03",2023.09.03,Rating Score5.0,풀 재택 워라밸 보장됨
69,69,"Verified User
          현직원 · s********* · IT 엔지니어 - 2023.09.02",2023.09.02,Rating Score2.0,앞으로는 별로 기대가 안되는 회사
70,70,"Verified User
          현직원 · i******* · 경영지원·관리 전문가 - 2023.09.02",2023.09.02,Rating Score4.0,재택이 가능한 IT 대 기업
71,71,"Verified User
          현직원 · 앙***** · IT 기획·매니지먼트 전문가 - 2023.09.01",2023.09.01,Rating Score4.0,이름값
72,72,"Verified User
          현직원 · M***** · IT 엔지니어 - 2023.08.30",2023.08.30,Rating Score4.0,정말 좋은 회사. 리더 권한이 커서 팀부 팀이 심한 것이 아쉽다
73,73,"Verified User
          현직원 · i********* · IT 엔지니어 - 2023.08.29",2023.08.29,Rating Score2.0,이미 대기업
74,74,"Verified User
          현직원 · O***** · 경영전략·사업기획·분석전문가 - 2023.08.29",2023.08.29,Rating Score4.0,좋아요
75,75,"Verified User
          현직원 · k***** · 경영지원·관리 전문가 - 2023.08.28",2023.08.28,Rating Score4.0,조직문화 팀 다 팀이지만 리드에 따라 달라짐 
76,76,"Verified User
          현직원 · a***** · IT 기획·매니지먼트 전문가 - 2023.08.28",2023.08.28,Rating Score4.0,성장하기 좋아요
77,77,"Verified User
          현직원 · H**** · 경영지원·관리 전문가 - 2023.08.28",2023.08.28,Rating Score3.0,개발자가 왕인 네이버
78,78,"Verified User
          현직원 · c******** · IT 기획·매니지먼트 전문가 - 2023.08.28",2023.08.28,Rating Score4.0,워라밸이 보장되는 복지 좋은 회사
79,79,"Verified User
          현직원 · e********* · IT 엔지니어 - 2023.08.26",2023.08.26,Rating Score4.0,개개인의 능력은 좋지만 업무방식이 많이 비효율
80,80,"Verified User
          현직원 · |********* · IT 디자이너 - 2023.08.26",2023.08.26,Rating Score5.0,국내 최고의 it 기업
81,81,"Verified User
          현직원 · z***** · IT 엔지니어 - 2023.08.23",2023.08.23,Rating Score2.0,서비스를 경험하기에 좋으나 조직 문화를 배우기에는 별로인 회사
82,82,"Verified User
          현직원 · C***** · IT 엔지니어 - 2023.08.23",2023.08.23,Rating Score5.0,부족함은 있지만 국내라면 역시 네이버
83,83,"Verified User
          현직원 · E***** · IT 기획·매니지먼트 전문가 - 2023.08.20",2023.08.20,Rating Score5.0,가만두지 않는 회사
84,84,"Verified User
          현직원 · A***** · 경영지원·관리 전문가 - 2023.08.20",2023.08.20,Rating Score2.0,워라밸도 조직마다 다름
85,85,"Verified User
          현직원 · K***** · IT 엔지니어 - 2023.08.19",2023.08.19,Rating Score5.0,그냥 좋은 회사
86,86,"Verified User
          현직원 · i******** · IT 엔지니어 - 2023.08.18",2023.08.18,Rating Score4.0,IT업계의 장단점이 모두 존재
87,87,"Verified User
          현직원 · n********* · IT 엔지니어 - 2023.08.17",2023.08.17,Rating Score5.0,경영진 빼고 만족
88,88,"Verified User
          현직원 · n***** · IT 엔지니어 - 2023.08.16",2023.08.16,Rating Score4.0,주니어가 성장하기 좋은 회사
89,89,"Verified User
          현직원 · f******** · 영업 전문가 - 2023.08.14",2023.08.14,Rating Score3.0,회사가 돈을 존나 좋아하는 반면에 임직원에게는 박하게 줌
90,90,"Verified User
          현직원 · 1******** · IT 엔지니어 - 2023.08.12",2023.08.12,Rating Score4.0,성장할 수 있는 곳
91,91,"Verified User
          현직원 · d***** · IT 엔지니어 - 2023.08.11",2023.08.11,Rating Score4.0,"좋은 근무환경, 워라밸은 불확실"
92,92,"Verified User
          현직원 · J***** · IT 엔지니어 - 2023.08.11",2023.08.11,Rating Score5.0,만족스러움
93,93,"Verified User
          현직원 · N**** · IT 기획·매니지먼트 전문가 - 2023.08.11",2023.08.11,Rating Score4.0,전반적으로 좋은 회사
94,94,"Verified User
          현직원 · s***** · IT 기획·매니지먼트 전문가 - 2023.08.09",2023.08.09,Rating Score4.0,복지 굿 사람들 굿 나머지는 기대 이하
95,95,"Verified User
          현직원 · s***** · 경영지원·관리 전문가 - 2023.08.08",2023.08.08,Rating Score4.0,신나게 일하고 싶은 분들 오세요
96,96,"Verified User
          현직원 · n******** · 마케팅·홍보 전문가 - 2023.08.07",2023.08.07,Rating Score3.0,대한민국 1등 IT기업 
97,97,"Verified User
          현직원 · x******* · 마케팅·홍보 전문가 - 2023.08.06",2023.08.06,Rating Score4.0,재택근무 가능하고 크게 빠지는 것 없는 회사 
98,98,"Verified User
          현직원 · i********* · IT 엔지니어 - 2023.08.06",2023.08.06,Rating Score3.0,일 욕심이 많다면 빠른 성장도 가능한 회사
99,99,"Verified User
          현직원 · l********* · IT 기획·매니지먼트 전문가 - 2023.08.03",2023.08.03,Rating Score4.0,신입이 성장하기엔 최고가 아닐까
100,100,"Verified User
          현직원 · i***** · IT 엔지니어 - 2023.08.03",2023.08.03,Rating Score5.0,객관적으로 보면 좋다
101,101,"Verified User
          현직원 · W***** · IT 디자이너 - 2023.08.03",2023.08.03,Rating Score3.0,성장을 기대하면서 고인..
102,102,"Verified User
          현직원 · D***** · IT 엔지니어 - 2023.08.03",2023.08.03,Rating Score4.0,좋다고 생각함
103,103,"Verified User
          현직원 · I***** · IT 엔지니어 - 2023.08.01",2023.08.01,Rating Score4.0,국내 IT기업 중 탑
104,104,"Verified User
          현직원 · W***** · IT 기획·매니지먼트 전문가 - 2023.08.01",2023.08.01,Rating Score5.0,IT업계 경력 끝판왕
105,105,"Verified User
          전직원 · u***** · IT 엔지니어 - 2023.07.31",2023.07.31,Rating Score4.0,"워라밸 그럭저럭, 배울 건 많은 회사"
106,106,"Verified User
          현직원 · t***** · IT 엔지니어 - 2023.07.30",2023.07.30,Rating Score5.0,워라밸은 보장되나 개인주의 강함
107,107,"Verified User
          현직원 · n***** · IT 엔지니어 - 2023.07.29",2023.07.29,Rating Score5.0,보상 하나만큼은 최고
108,108,"Verified User
          현직원 · D***** · IT 기획·매니지먼트 전문가 - 2023.07.27",2023.07.27,Rating Score5.0,대한민국 no1
109,109,"Verified User
          현직원 · R***** · 경영전략·사업기획·분석전문가 - 2023.07.27",2023.07.27,Rating Score5.0,이만한 워라밸이 있나???
110,110,"Verified User
          현직원 · Q***** · IT 엔지니어 - 2023.07.26",2023.07.26,Rating Score5.0,워라밸 좋음
111,111,"Verified User
          현직원 · G****** · 경영전략·사업기획·분석전문가 - 2023.07.26",2023.07.26,Rating Score3.0,그냥 무난
112,112,"Verified User
          현직원 · /***** · 경영전략·사업기획·분석전문가 - 2023.07.25",2023.07.25,Rating Score3.0,경력 무덤
113,113,"Verified User
          현직원 · g***** · IT 엔지니어 - 2023.07.25",2023.07.25,Rating Score5.0,괜찮은 회사
114,114,"Verified User
          현직원 · B***** · IT 디자이너 - 2023.07.24",2023.07.24,Rating Score4.0,사람 죽이는 조직 문화
115,115,"Verified User
          현직원 · i****** · 경영지원·관리 전문가 - 2023.07.23",2023.07.23,Rating Score4.0,전통 대기업과 스타트업의 중간
116,116,"Verified User
          현직원 · e***** · 연구개발(R&D) - 2023.07.22",2023.07.22,Rating Score5.0,지금보다 성장 가능성이 더 있는 회사
117,117,"Verified User
          현직원 · A******* · IT 엔지니어 - 2023.07.19",2023.07.19,Rating Score4.0,부마부 팀바팀
118,118,"Verified User
          현직원 · F***** · IT 엔지니어 - 2023.07.19",2023.07.19,Rating Score4.0,적당 적당 다니기 좋은 회사
119,119,"Verified User
          현직원 · h***** · IT 엔지니어 - 2023.07.18",2023.07.18,Rating Score4.0,성장하기는 좋은 회사이나 방향성을 이해하기 어려움
120,120,"Verified User
          현직원 · k***** · IT 기획·매니지먼트 전문가 - 2023.07.17",2023.07.17,Rating Score5.0,자부심 느낄만한 회사
121,121,"Verified User
          현직원 · n****** · IT 엔지니어 - 2023.07.17",2023.07.17,Rating Score4.0,신입으로 성장하기 좋은 회사
122,122,"Verified User
          현직원 · i********* · IT 엔지니어 - 2023.07.16",2023.07.16,Rating Score4.0,워라밸과는 거리가 멂
123,123,"Verified User
          현직원 · w***** · 마케팅·홍보 전문가 - 2023.07.14",2023.07.14,Rating Score3.0,"개인주의 무한 경쟁, 그러나 많은 서비스 경험해 볼 수 있음"
124,124,"Verified User
          현직원 · ~******** · IT 기획·매니지먼트 전문가 - 2023.07.13",2023.07.13,Rating Score4.0,휴
125,125,"Verified User
          현직원 · d********* · 마케팅·홍보 전문가 - 2023.07.11",2023.07.11,Rating Score4.0,자기개발이 가능한 회사
126,126,"Verified User
          현직원 · l******* · 경영지원·관리 전문가 - 2023.07.11",2023.07.11,Rating Score4.0,그래도 네이버가 좋죠..^^
127,127,"Verified User
          현직원 · b***** · 경영지원·관리 전문가 - 2023.07.10",2023.07.10,Rating Score4.0,잘 챙겨주는 회사
128,128,"Verified User
          현직원 · w****** · IT 엔지니어 - 2023.07.10",2023.07.10,Rating Score4.0,다들 열심히 하는 회사
129,129,"Verified User
          현직원 · X***** · IT 엔지니어 - 2023.07.10",2023.07.10,Rating Score3.0,많은 걸 경험할 수 있지만 알아서 해야 하는 회사
130,130,"Verified User
          현직원 · r***** · 마케팅·홍보 전문가 - 2023.07.09",2023.07.09,Rating Score5.0,커리어 성장에 도움 되는 회사
131,131,"Verified User
          현직원 · j********* · IT 엔지니어 - 2023.07.09",2023.07.09,Rating Score5.0,일단 난 좋음
132,132,"Verified User
          현직원 · p********* · 경영전략·사업기획·분석전문가 - 2023.07.07",2023.07.07,Rating Score5.0,성장할 수 있는 기업
133,133,"Verified User
          현직원 · K***** · IT 디자이너 - 2023.07.06",2023.07.06,Rating Score4.0,성장할 수 있는 회사
134,134,"Verified User
          현직원 · 초******* · IT 엔지니어 - 2023.07.05",2023.07.05,Rating Score4.0,좋지만 살아남기 어려운 회사
135,135,"Verified User
          현직원 · z***** · IT 엔지니어 - 2023.07.05",2023.07.05,Rating Score4.0,동료가 훌륭한 회사
136,136,"Verified User
          현직원 · f***** · IT 엔지니어 - 2023.07.04",2023.07.04,Rating Score4.0,네이버 다닌다고 우와 소리들을 수 있음
137,137,"Verified User
          현직원 · l********* · IT 엔지니어 - 2023.07.03",2023.07.03,Rating Score4.0,열정을 버리고 고인물에 편승하면 좋은 회사
138,138,"Verified User
          현직원 · I***** · IT 기획·매니지먼트 전문가 - 2023.07.02",2023.07.02,Rating Score5.0,"자유롭고 개인주의적인 회사, 신입에게는 좋지 않음 "
139,139,"Verified User
          현직원 · 1******* · IT 기획·매니지먼트 전문가 - 2023.07.02",2023.07.02,Rating Score3.0,좋아 보이지만 좋다는 기준은 사람마다 다를 거 같네요
140,140,"Verified User
          현직원 · M***** · IT 엔지니어 - 2023.07.02",2023.07.02,Rating Score5.0,커리어를 시작하기 좋은 회사
141,141,"Verified User
          현직원 · l******** · IT 기획·매니지먼트 전문가 - 2023.06.30",2023.06.30,Rating Score5.0,일하기에는 최고의 회사
142,142,"Verified User
          현직원 · t***** · IT 엔지니어 - 2023.06.30",2023.06.30,Rating Score4.0,내 앞길 내가 잘 챙겨야 되는 회사
143,143,"Verified User
          현직원 · N***** · IT 엔지니어 - 2023.06.30",2023.06.30,Rating Score4.0,워라밸은 좀 빡센 거 같지만 네임드 회사
144,144,"Verified User
          현직원 · j***** · IT 기획·매니지먼트 전문가 - 2023.06.29",2023.06.29,Rating Score4.0,열심히 하는 친절한 사람들이 많은 회사
145,145,"Verified User
          전직원 · 아******* · IT 엔지니어 - 2023.06.29",2023.06.29,Rating Score3.0,워라밸 보장
146,146,"Verified User
          현직원 · Y***** · IT 엔지니어 - 2023.06.28",2023.06.28,Rating Score4.0,부마부
147,147,"Verified User
          현직원 · ◇** · 경영전략·사업기획·분석전문가 - 2023.06.27",2023.06.27,Rating Score4.0,리더를 잘 만나면 성장 가능. 아니면 성장 없이 굴러가는 느낌
148,148,"Verified User
          현직원 · S***** · IT 엔지니어 - 2023.06.26",2023.06.26,Rating Score4.0,이러니저러니 해도 좋은 회사
149,149,"Verified User
          현직원 · i********* · 경영전략·사업기획·분석전문가 - 2023.06.25",2023.06.25,Rating Score4.0,그래도 좋은 회사
150,150,"Verified User
          현직원 · k***** · IT 기획·매니지먼트 전문가 - 2023.06.24",2023.06.24,Rating Score5.0,이만한 회사 없다
151,151,"Verified User
          현직원 · k**** · IT 엔지니어 - 2023.06.24",2023.06.24,Rating Score4.0,업무 문화 좋고 배울 점은 많았지만 급여가 아쉽
152,152,"Verified User
          현직원 · C***** · IT 엔지니어 - 2023.06.23",2023.06.23,Rating Score5.0,실제 서비스를 몸소 겪을 수 있는 회사
153,153,"Verified User
          현직원 · i********* · IT 기획·매니지먼트 전문가 - 2023.06.22",2023.06.22,Rating Score4.0,진리의 부바부인 회사
154,154,"Verified User
          현직원 · A***** · 경영전략·사업기획·분석전문가 - 2023.06.21",2023.06.21,Rating Score4.0,일잘딱껄센 하면 좋은 회사
155,155,"Verified User
          현직원 · l******** · IT 엔지니어 - 2023.06.20",2023.06.20,Rating Score5.0,굿 좋은 회사임
156,156,"Verified User
          현직원 · l********* · 마케팅·홍보 전문가 - 2023.06.20",2023.06.20,Rating Score5.0,다녀보니 무난한 회사
157,157,"Verified User
          현직원 · I********* · IT 엔지니어 - 2023.06.19",2023.06.19,Rating Score5.0,투덜투덜 대도 객관적으로 좋은 회사
158,158,"Verified User
          현직원 · d******* · 영업 전문가 - 2023.06.18",2023.06.18,Rating Score5.0,워라밸보다 커리어가 중요하다면
159,159,"Verified User
          현직원 · 네****** · 경영지원·관리 전문가 - 2023.06.18",2023.06.18,Rating Score4.0,알다가도 모름
160,160,"Verified User
          현직원 · p***** · IT 기획·매니지먼트 전문가 - 2023.06.17",2023.06.17,Rating Score4.0,모두가 열심히 하는 회사.
161,161,"Verified User
          현직원 · C***** · IT 엔지니어 - 2023.06.17",2023.06.17,Rating Score4.0,워라밸은 기대할 거 없고 보상 수준과 복지는 크게 나쁜 것은 없으나 크게 좋은 것도 없음
162,162,"Verified User
          현직원 · h**** · IT 기획·매니지먼트 전문가 - 2023.06.17",2023.06.17,Rating Score5.0,이름값하는 회사
163,163,"Verified User
          현직원 · R***** · IT 엔지니어 - 2023.06.16",2023.06.16,Rating Score5.0,오버올 하게 좋은 회사
164,164,"Verified User
          현직원 · q***** · IT 엔지니어 - 2023.06.16",2023.06.16,Rating Score5.0,부바 부리지만 전반적인 문화는 매우 좋음
165,165,"Verified User
          현직원 · |********* · IT 엔지니어 - 2023.06.16",2023.06.16,Rating Score4.0,신입 기준 급여/복지 면에서 좋은 회사는 맞으나 문화/커리어 성장은 케바케가 심한 듯 
166,166,"Verified User
          현직원 · n***** · IT 엔지니어 - 2023.06.16",2023.06.16,Rating Score3.0,좋은 동료들이 많은 회사
167,167,"Verified User
          현직원 · K***** · 정보보안·IT보안 - 2023.06.16",2023.06.16,Rating Score5.0,전반적으로 만족스러운 회사
168,168,"Verified User
          현직원 · o***** · IT 엔지니어 - 2023.06.15",2023.06.15,Rating Score4.0,워라밸이 보장되는 회사
169,169,"Verified User
          현직원 · |********* · IT 엔지니어 - 2023.06.14",2023.06.14,Rating Score4.0,"워라밸 보장, 편한 출퇴근"
170,170,"Verified User
          현직원 · e******* · IT 엔지니어 - 2023.06.13",2023.06.13,Rating Score5.0,IT는 결국 네이버
171,171,"Verified User
          현직원 · g***** · 연구개발(R&D) - 2023.06.13",2023.06.13,Rating Score4.0,워라밸 전혀 없으나 배울 것이 많은 회사
172,172,"Verified User
          현직원 · l**** · IT 엔지니어 - 2023.06.11",2023.06.11,Rating Score3.0,재택 할 수 있어 좋아요
173,173,"Verified User
          현직원 · Y***** · IT 엔지니어 - 2023.06.09",2023.06.09,Rating Score4.0,신입으로 나쁘지 않은 회사
174,174,"Verified User
          전직원 · l***** · 연구개발(R&D) - 2023.06.09",2023.06.09,Rating Score5.0,성장과 워라밸 잡을 수 있음
175,175,"Verified User
          현직원 · G***** · IT 엔지니어 - 2023.06.09",2023.06.09,Rating Score5.0,그래도 이 정도면 꽤 괜찮은 회사
176,176,"Verified User
          현직원 · o********* · 경영지원·관리 전문가 - 2023.06.08",2023.06.08,Rating Score4.0,우수한 
177,177,"Verified User
          현직원 · z***** · IT 기획·매니지먼트 전문가 - 2023.06.08",2023.06.08,Rating Score4.0,유능한 동료들이 많아서 성장하기 좋은 회사
178,178,"Verified User
          현직원 · O***** · IT 기획·매니지먼트 전문가 - 2023.06.08",2023.06.08,Rating Score4.0,비 개발 기획 직군 추천
179,179,"Verified User
          현직원 · q***** · IT 기획·매니지먼트 전문가 - 2023.06.08",2023.06.08,Rating Score4.0,복지 보상이 괜찮은 회사
180,180,"Verified User
          현직원 · T***** · IT 엔지니어 - 2023.06.07",2023.06.07,Rating Score4.0,워라밸 좀 포기하고 커리어 연봉 확실히 챙기기 가능
181,181,"Verified User
          전직원 · f***** · IT 엔지니어 - 2023.06.07",2023.06.07,Rating Score4.0,좋은 동료들을 만날 수 있는 회사
182,182,"Verified User
          현직원 · d********* · IT 기획·매니지먼트 전문가 - 2023.06.07",2023.06.07,Rating Score4.0,지도자도 아닌
183,183,"Verified User
          현직원 · j********* · IT 엔지니어 - 2023.06.06",2023.06.06,Rating Score5.0,아이티 회사 중에선 다닐만한 편
184,184,"Verified User
          현직원 · l********* · 연구개발(R&D) - 2023.06.06",2023.06.06,Rating Score5.0,"상대적으로 성취감 느낄만한 기회 많은 편, 근데 일 많은 편"
185,185,"Verified User
          현직원 · h***** · IT 엔지니어 - 2023.06.06",2023.06.06,Rating Score5.0,신입이 성장하기 좋은 회사
186,186,"Verified User
          현직원 · v***** · IT 엔지니어 - 2023.06.06",2023.06.06,Rating Score5.0,팀에 따라 워라밸 보장
187,187,"Verified User
          현직원 · s***** · IT 엔지니어 - 2023.06.05",2023.06.05,Rating Score4.0,전반적으로 좋은 회사
188,188,"Verified User
          현직원 · m***** · IT 엔지니어 - 2023.06.05",2023.06.05,Rating Score4.0,커리어에는 도움이 됨
